timeframe,homo-lumo_gap
144,1.6701999999999995
145,1.6696
146,1.6689999999999996
147,1.6685999999999996
148,1.6683000000000003
149,1.6680000000000001
150,1.6679999999999993
151,1.6681
152,1.6683000000000003
153,1.6687000000000003
154,1.6691000000000003
155,1.6696999999999997
156,1.6705999999999994
157,1.6715
158,1.6728000000000005
159,1.6742
160,1.6758999999999995
161,1.6777999999999995
162,1.6799
163,1.6822999999999997
164,1.6848999999999998
165,1.6878000000000002
166,1.6907999999999994
167,1.6943000000000001
168,1.6978999999999997
169,1.7017999999999995
170,1.7060000000000004
171,1.7105000000000006
172,1.7150999999999996
173,1.7200000000000006
174,1.7253000000000007
175,1.7306999999999997
176,1.7361999999999993
177,1.7422000000000004
178,1.7481999999999998
179,1.7543999999999995
180,1.7608000000000006
181,1.7674000000000003
182,1.774
183,1.7809
184,1.7877
185,1.7946
186,1.8015000000000008
187,1.8083
188,1.8152
189,1.8216
190,1.8274999999999997
191,1.8322000000000003
192,1.8351000000000006
193,1.8364000000000003
194,1.8367000000000004
195,1.8363000000000005
196,1.8357999999999999
197,1.8349000000000002
198,1.8335999999999997
199,1.8323
200,1.8308
201,1.8289999999999997
202,1.8270999999999997
203,1.8252999999999995
204,1.8229000000000006
205,1.8206000000000007
206,1.8182
207,1.8155999999999999
208,1.8129999999999997
209,1.8102
210,1.8074000000000003
211,1.8043999999999993
212,1.8015000000000008
213,1.7984
214,1.7952999999999992
215,1.7922000000000002
216,1.7890000000000006
217,1.7857000000000003
218,1.7825999999999995
219,1.7792999999999992
220,1.7760999999999996
221,1.7726999999999995
222,1.7694999999999999
223,1.7663000000000002
224,1.7630999999999997
225,1.7598000000000003
226,1.7565999999999997
227,1.7534999999999998
228,1.7504
229,1.7473
230,1.7442000000000002
231,1.7412
232,1.7382999999999997
233,1.7354000000000003
234,1.7325
235,1.7298
236,1.7270000000000003
237,1.7242999999999995
238,1.7216000000000005
239,1.7190000000000003
240,1.7164000000000001
241,1.7140000000000004
242,1.7115
243,1.7090999999999994
244,1.7066999999999997
245,1.7043999999999997
246,1.7022000000000004
247,1.6999999999999993
248,1.6978999999999997
249,1.6957999999999993
250,1.6938000000000004
251,1.6917
252,1.6898
253,1.6879
254,1.686
255,1.6842000000000006
256,1.6825
257,1.6806
258,1.6788999999999996
259,1.6772
260,1.6755000000000004
261,1.6738999999999997
262,1.6723
263,1.6706999999999992
264,1.6692
265,1.6676000000000002
266,1.6660000000000004
267,1.6645000000000003
268,1.6630000000000003
269,1.6615000000000002
270,1.6599999999999993
271,1.6585999999999999
272,1.6572000000000005
273,1.6558000000000002
274,1.6543999999999999
275,1.6530000000000005
276,1.6517
277,1.6504000000000003
278,1.6491999999999996
279,1.6479999999999997
280,1.6467999999999998
281,1.6456
282,1.6444999999999999
283,1.6434000000000006
284,1.6422999999999996
285,1.6412999999999993
286,1.6404000000000005
287,1.6393999999999993
288,1.6383999999999999
289,1.6374999999999993
290,1.6365999999999996
291,1.6357999999999997
292,1.6349
293,1.6341
294,1.6334
295,1.6326999999999998
296,1.6320000000000006
297,1.6314000000000002
298,1.6307999999999998
299,1.6302999999999992
300,1.6298000000000004
301,1.6292999999999997
302,1.6288999999999998
303,1.6286000000000005
304,1.6283000000000003
305,1.6280999999999999
306,1.6278999999999995
307,1.6277999999999997
308,1.6277999999999997
309,1.6277999999999997
310,1.6279000000000003
311,1.6281000000000008
312,1.6284
313,1.6288
314,1.6291000000000002
315,1.6296
316,1.6300999999999997
317,1.6307999999999998
318,1.6315
319,1.6322999999999999
320,1.6330999999999998
321,1.6338999999999997
322,1.6347999999999994
323,1.6357999999999997
324,1.6369000000000007
325,1.638
326,1.6391
327,1.6401999999999992
328,1.6414
329,1.6426000000000007
330,1.6438999999999995
331,1.6452
332,1.6463999999999999
333,1.6477000000000004
334,1.649
335,1.6502
336,1.6515000000000004
337,1.6528
338,1.6539000000000001
339,1.6551999999999998
340,1.6562999999999999
341,1.6574
342,1.6583999999999994
343,1.6595000000000004
344,1.6604999999999999
345,1.6613999999999995
346,1.6622000000000003
347,1.6629999999999994
348,1.6636999999999995
349,1.6643999999999997
350,1.665
351,1.6654999999999998
352,1.6659000000000006
353,1.6662
354,1.6665
355,1.6667000000000005
356,1.6668000000000003
357,1.6668000000000003
358,1.6668000000000003
359,1.6668000000000003
360,1.6665999999999999
361,1.6663000000000006
362,1.6660000000000004
363,1.6657000000000002
364,1.6652000000000005
365,1.6646999999999998
366,1.6642000000000001
367,1.6635999999999997
368,1.6630000000000003
369,1.6623
370,1.6615000000000002
371,1.6607999999999992
372,1.6599000000000004
373,1.6589999999999998
374,1.6582
375,1.6573000000000002
376,1.6562999999999999
377,1.6554000000000002
378,1.6543999999999999
379,1.6532999999999998
380,1.6522999999999994
381,1.6512000000000002
382,1.6500999999999992
383,1.649
384,1.6479
385,1.6467999999999998
386,1.6456
387,1.6444999999999999
388,1.6433
389,1.6421999999999999
390,1.641
391,1.6398000000000001
392,1.6386000000000003
393,1.6375000000000002
394,1.6362999999999994
395,1.6350999999999996
396,1.6340000000000003
397,1.6329000000000002
398,1.6318000000000001
399,1.6307
400,1.6296
401,1.6284999999999998
402,1.6275000000000004
403,1.6264000000000003
404,1.6255000000000006
405,1.6246
406,1.6236999999999995
407,1.6228999999999996
408,1.6220999999999997
409,1.6214000000000004
410,1.6207000000000003
411,1.6200999999999999
412,1.6195999999999993
413,1.6192000000000002
414,1.6186999999999996
415,1.6185
416,1.6183000000000005
417,1.6181999999999999
418,1.6181999999999999
419,1.6184000000000003
420,1.6185999999999998
421,1.6189
422,1.6193999999999997
423,1.6199000000000003
424,1.6206000000000005
425,1.6214000000000004
426,1.6223999999999998
427,1.6235
428,1.6247000000000007
429,1.6259999999999994
430,1.6276000000000002
431,1.6292999999999997
432,1.6310000000000002
433,1.6329000000000002
434,1.6349
435,1.6370999999999993
436,1.6393999999999993
437,1.6418
438,1.6443000000000003
439,1.6467999999999998
440,1.6494999999999997
441,1.6522999999999994
442,1.6551999999999998
443,1.6581000000000001
444,1.6612
445,1.6642000000000001
446,1.6673
447,1.6703999999999999
448,1.6737000000000002
449,1.6768
450,1.6801000000000004
451,1.6833
452,1.6865000000000006
453,1.6895999999999995
454,1.6928
455,1.6957999999999993
456,1.6987999999999994
457,1.7012999999999998
458,1.7034000000000002
459,1.7038000000000002
460,1.7020999999999997
461,1.6991000000000005
462,1.6958000000000002
463,1.6921999999999997
464,1.6886
465,1.6849999999999996
466,1.6814999999999998
467,1.6781000000000006
468,1.6745999999999999
469,1.6713000000000005
470,1.6679999999999993
471,1.6647999999999996
472,1.6616999999999997
473,1.6588000000000003
474,1.6558000000000002
475,1.6529999999999996
476,1.6503000000000005
477,1.6477000000000004
478,1.6451000000000002
479,1.6426999999999996
480,1.6402999999999999
481,1.6379000000000001
482,1.6357
483,1.6334999999999997
484,1.6314000000000002
485,1.6294000000000004
486,1.6274999999999995
487,1.6256000000000004
488,1.6238000000000001
489,1.6221000000000005
490,1.6204
491,1.6188000000000002
492,1.6171999999999995
493,1.6157000000000004
494,1.6143
495,1.6128
496,1.6115000000000004
497,1.6101999999999999
498,1.6089000000000002
499,1.6075999999999997
500,1.6065000000000005
501,1.6052999999999997
502,1.6041999999999996
503,1.6030999999999995
504,1.6019999999999994
505,1.601
506,1.5998999999999999
507,1.5990000000000002
508,1.5980999999999996
509,1.5971000000000002
510,1.5961999999999996
511,1.5953
512,1.5942999999999996
513,1.5935000000000006
514,1.5925000000000002
515,1.5917000000000003
516,1.5907999999999998
517,1.5899
518,1.5891000000000002
519,1.5883000000000003
520,1.5874000000000006
521,1.5865999999999998
522,1.5857
523,1.5849000000000002
524,1.5839999999999996
525,1.5832000000000006
526,1.5824000000000007
527,1.5815000000000001
528,1.5806000000000004
529,1.5796999999999999
530,1.5789
531,1.5780000000000003
532,1.5770999999999997
533,1.5762
534,1.5751999999999997
535,1.5743
536,1.5734000000000004
537,1.5724
538,1.5715000000000003
539,1.5706000000000007
540,1.5695999999999994
541,1.5686
542,1.5677000000000003
543,1.5667999999999997
544,1.5659
545,1.5649999999999995
546,1.5639999999999992
547,1.5632000000000001
548,1.5624000000000002
549,1.5614999999999997
550,1.5607999999999995
551,1.5600999999999994
552,1.5593999999999992
553,1.5585999999999993
554,1.5580000000000007
555,1.5573000000000006
556,1.5567000000000002
557,1.5561999999999996
558,1.5556
559,1.5550999999999995
560,1.5546000000000006
561,1.5541999999999998
562,1.5537
563,1.5534
564,1.553
565,1.5527000000000006
566,1.5524000000000004
567,1.5521000000000003
568,1.5517000000000003
569,1.5515999999999996
570,1.5511999999999997
571,1.5511
572,1.5507999999999997
573,1.5506000000000002
574,1.5505000000000004
575,1.5503999999999998
576,1.5502000000000002
577,1.5502000000000002
578,1.5502000000000002
579,1.5502000000000002
580,1.5503
581,1.5503999999999998
582,1.5504999999999995
583,1.5508000000000006
584,1.5510000000000002
585,1.5513000000000003
586,1.5517000000000003
587,1.5521000000000003
588,1.5526
589,1.553
590,1.5534999999999997
591,1.5538999999999996
592,1.5544000000000002
593,1.5549
594,1.5553
595,1.5556999999999999
596,1.556
597,1.5562999999999994
598,1.5564999999999998
599,1.5564999999999998
600,1.5564
601,1.5563000000000002
602,1.556
603,1.5556
604,1.5550999999999995
605,1.5544000000000002
606,1.5536000000000003
607,1.5526999999999997
608,1.5516000000000005
609,1.5505000000000004
610,1.5492
611,1.5479000000000003
612,1.5463000000000005
613,1.5446999999999997
614,1.5431
615,1.5412999999999997
616,1.5394000000000005
617,1.5374000000000008
618,1.5352999999999994
619,1.5331000000000001
620,1.5309
621,1.5286
622,1.5263
623,1.5238000000000005
624,1.5213999999999999
625,1.5189000000000004
626,1.5163000000000002
627,1.5138000000000007
628,1.5111999999999997
629,1.5087000000000002
630,1.5061
631,1.5034
632,1.5009000000000006
633,1.4982999999999995
634,1.4957000000000003
635,1.4931999999999999
636,1.4907000000000004
637,1.4880999999999993
638,1.4857000000000005
639,1.4833999999999996
640,1.4809
641,1.4786000000000001
642,1.4764999999999997
643,1.4743000000000004
644,1.4722
645,1.4702000000000002
646,1.4681999999999995
647,1.4664000000000001
648,1.4646
649,1.4629000000000003
650,1.4611999999999998
651,1.4596
652,1.4581
653,1.4567000000000005
654,1.4554
655,1.4542000000000002
656,1.4531
657,1.452
658,1.4511000000000003
659,1.4501999999999997
660,1.4495000000000005
661,1.4488000000000003
662,1.4483000000000006
663,1.4480000000000004
664,1.4476999999999993
665,1.4474
666,1.4474
667,1.4474
668,1.4476000000000004
669,1.4479000000000006
670,1.4483999999999995
671,1.4489999999999998
672,1.4497
673,1.4505
674,1.4515000000000002
675,1.4525999999999994
676,1.4538000000000002
677,1.4551999999999996
678,1.4566999999999997
679,1.4584000000000001
680,1.4602000000000004
681,1.4622000000000002
682,1.4642
683,1.4663999999999993
684,1.4687999999999999
685,1.4712999999999994
686,1.4739999999999993
687,1.4768
688,1.4797000000000002
689,1.4828000000000001
690,1.4861000000000004
691,1.4895000000000005
692,1.4929000000000006
693,1.4966
694,1.5004
695,1.5042999999999997
696,1.5084
697,1.5126
698,1.5168999999999997
699,1.5213999999999999
700,1.5259999999999998
701,1.5308000000000002
702,1.5354999999999999
703,1.5405000000000006
704,1.5456000000000003
705,1.5508000000000006
706,1.5560999999999998
707,1.5615000000000006
708,1.5670000000000002
709,1.5725999999999996
710,1.5781999999999998
711,1.5840000000000005
712,1.5899
713,1.5957999999999997
714,1.6017000000000001
715,1.6076999999999995
716,1.6136999999999997
717,1.6199000000000003
718,1.6261
719,1.6322
720,1.6383999999999999
721,1.6445999999999996
722,1.6508000000000003
723,1.6570999999999998
724,1.6632999999999996
725,1.6695000000000002
726,1.6755999999999993
727,1.6818
728,1.6879
729,1.694
730,1.6998999999999995
731,1.7058999999999997
732,1.7117000000000004
733,1.7173999999999996
734,1.7230000000000008
735,1.7284999999999995
736,1.7339000000000002
737,1.7390999999999996
738,1.7441000000000004
739,1.7490000000000006
740,1.7535999999999996
741,1.758
742,1.7622
743,1.7662000000000004
744,1.7699000000000007
745,1.7734000000000005
746,1.7764999999999995
747,1.7794999999999996
748,1.7820999999999998
749,1.7844999999999995
750,1.7866
751,1.7884000000000002
752,1.79
753,1.7912
754,1.7921999999999993
755,1.7930000000000001
756,1.7934
757,1.7937000000000003
758,1.7937000000000003
759,1.7934
760,1.7930000000000001
761,1.7923
762,1.7914000000000003
763,1.7902999999999993
764,1.7889
765,1.7873999999999999
766,1.7858
767,1.7837999999999994
768,1.7817999999999996
769,1.7795000000000005
770,1.7771999999999997
771,1.7747000000000002
772,1.7719999999999994
773,1.7693000000000003
774,1.7663000000000002
775,1.7631999999999994
776,1.7601000000000004
777,1.7568000000000001
778,1.7534
779,1.75
780,1.7465000000000002
781,1.7429000000000006
782,1.7394000000000007
783,1.7356999999999996
784,1.7319999999999993
785,1.7283
786,1.7247000000000003
787,1.7208999999999994
788,1.7172999999999998
789,1.7135999999999996
790,1.71
791,1.7064000000000004
792,1.7029000000000005
793,1.6993
794,1.6959
795,1.6925
796,1.6892000000000005
797,1.6857999999999995
798,1.6826999999999996
799,1.6795
800,1.6764999999999999
801,1.6734999999999998
802,1.6705999999999994
803,1.6677999999999997
804,1.6650999999999998
805,1.6626000000000003
806,1.6601
807,1.6576000000000004
808,1.6552000000000007
809,1.6531000000000002
810,1.6509999999999998
811,1.649
812,1.6471
813,1.6453999999999995
814,1.6437
815,1.6421000000000001
816,1.6406999999999998
817,1.6394000000000002
818,1.6382000000000003
819,1.6371000000000002
820,1.6361999999999997
821,1.6353999999999997
822,1.6346999999999996
823,1.6340999999999992
824,1.6337000000000002
825,1.6332999999999993
826,1.633
827,1.6328999999999994
828,1.6327999999999996
829,1.6328000000000005
830,1.633
831,1.6331999999999995
832,1.6335000000000006
833,1.6338999999999997
834,1.6343000000000005
835,1.6348000000000003
836,1.6353999999999997
837,1.6360000000000001
838,1.6366000000000005
839,1.6372999999999998
840,1.6380999999999997
841,1.6389000000000005
842,1.6396999999999995
843,1.6406
844,1.6414
845,1.6424000000000003
846,1.6434999999999995
847,1.6444999999999999
848,1.6456
849,1.6467999999999998
850,1.6479999999999997
851,1.6494
852,1.6507000000000005
853,1.6522000000000006
854,1.6536999999999997
855,1.6554000000000002
856,1.6572000000000005
857,1.6590000000000007
858,1.6609999999999996
859,1.6630000000000003
860,1.6650999999999998
861,1.6673
862,1.6696
863,1.6719999999999997
864,1.6745
865,1.6771000000000003
866,1.6796999999999995
867,1.6822999999999997
868,1.6849999999999996
869,1.6879
870,1.6906000000000008
871,1.6932
872,1.6960000000000006
873,1.6986999999999997
874,1.7013999999999996
875,1.7040000000000006
876,1.7066
877,1.7091000000000003
878,1.7115
879,1.7138999999999998
880,1.7161
881,1.7182000000000004
882,1.7202000000000002
883,1.7220000000000004
884,1.7237
885,1.7252999999999998
886,1.7267000000000001
887,1.7279999999999998
888,1.7290999999999999
889,1.7300000000000004
890,1.7307999999999995
891,1.7314000000000007
892,1.7317999999999998
893,1.7321999999999997
894,1.7323000000000004
895,1.7324000000000002
896,1.7321999999999997
897,1.7319000000000004
898,1.7314000000000007
899,1.7309
900,1.7299999999999995
901,1.7290999999999999
902,1.7279999999999998
903,1.7268000000000008
904,1.7253999999999996
905,1.7238999999999995
906,1.7222
907,1.7204000000000006
908,1.7184
909,1.7163000000000004
910,1.7140000000000004
911,1.7116000000000007
912,1.7091000000000003
913,1.7065000000000001
914,1.7036999999999995
915,1.7008999999999999
916,1.6978999999999997
917,1.6948999999999996
918,1.6917999999999997
919,1.6885000000000003
920,1.6852999999999998
921,1.6820000000000004
922,1.6787
923,1.6753
924,1.6719999999999997
925,1.6685999999999996
926,1.6653000000000002
927,1.6619000000000002
928,1.6586999999999996
929,1.6555
930,1.6522999999999994
931,1.6493000000000002
932,1.6464000000000008
933,1.6434000000000006
934,1.6407999999999996
935,1.6380999999999997
936,1.6357000000000008
937,1.6334
938,1.6313000000000004
939,1.6293999999999995
940,1.6275999999999993
941,1.6260000000000003
942,1.6246
943,1.6234000000000002
944,1.6224999999999996
945,1.6217000000000006
946,1.6210999999999993
947,1.6206999999999994
948,1.6205000000000007
949,1.6204999999999998
950,1.6205999999999996
951,1.6208
952,1.6211000000000002
953,1.6215000000000002
954,1.6219999999999999
955,1.6225000000000005
956,1.6230000000000002
957,1.6234000000000002
958,1.6238000000000001
959,1.6239999999999997
960,1.6241000000000003
961,1.6241000000000003
962,1.6237999999999992
963,1.6234000000000002
964,1.6227999999999998
965,1.6222000000000003
966,1.6212999999999997
967,1.6204
968,1.6193
969,1.6183000000000005
970,1.6173000000000002
971,1.6162999999999998
972,1.6155
973,1.6147
974,1.6139999999999999
975,1.6134999999999993
976,1.6132
977,1.6129999999999995
978,1.6129999999999995
979,1.6132
980,1.6135000000000002
981,1.6140999999999996
982,1.6150000000000002
983,1.6158000000000001
984,1.617
985,1.6182999999999996
986,1.6198999999999995
987,1.6215000000000002
988,1.6235
989,1.6254999999999997
990,1.6277
991,1.6300999999999997
992,1.6327000000000007
993,1.6353999999999997
994,1.6382000000000003
995,1.6410999999999998
996,1.6441999999999997
997,1.6472999999999995
998,1.6505999999999998
999,1.654
1000,1.6574
1001,1.6608999999999998
1002,1.6645000000000003
1003,1.6681999999999997
1004,1.6719
1005,1.6756000000000002
1006,1.6793000000000005
1007,1.6829999999999998
1008,1.6867999999999999
1009,1.6905000000000001
1010,1.6943000000000001
1011,1.6981000000000002
1012,1.7018000000000004
1013,1.7054
1014,1.7089999999999996
1015,1.7125000000000004
1016,1.7159000000000004
1017,1.7193999999999994
1018,1.7226999999999997
1019,1.7258999999999993
1020,1.729
1021,1.7319000000000004
1022,1.7348
1023,1.7375000000000007
1024,1.7401
1025,1.7424999999999997
1026,1.7448000000000006
1027,1.7468000000000004
1028,1.7488000000000001
1029,1.7503000000000002
1030,1.7519
1031,1.7532000000000005
1032,1.7543000000000006
1033,1.7552999999999992
1034,1.7561
1035,1.7565999999999997
1036,1.7570000000000006
1037,1.7570999999999994
1038,1.7569999999999997
1039,1.7568000000000001
1040,1.7564000000000002
1041,1.7558000000000007
1042,1.7550000000000008
1043,1.7540999999999993
1044,1.7530000000000001
1045,1.7517999999999994
1046,1.7508
1047,1.7492
1048,1.7477
1049,1.7461000000000002
1050,1.7445000000000004
1051,1.7429999999999994
1052,1.7412999999999998
1053,1.7397
1054,1.7380999999999993
1055,1.7365000000000004
1056,1.7349999999999994
1057,1.7334999999999994
1058,1.7320000000000002
1059,1.7305000000000001
1060,1.7292000000000005
1061,1.7279
1062,1.7267000000000001
1063,1.7254999999999994
1064,1.7244000000000002
1065,1.7233
1066,1.7222999999999997
1067,1.7211999999999996
1068,1.7203
1069,1.7193999999999994
1070,1.7184
1071,1.7175000000000002
1072,1.7165999999999997
1073,1.7157
1074,1.7149
1075,1.7139999999999995
1076,1.7130999999999998
1077,1.7123
1078,1.7113999999999994
1079,1.7106000000000003
1080,1.7097000000000007
1081,1.7089000000000008
1082,1.7081
1083,1.7073
1084,1.7065000000000001
1085,1.7056999999999993
1086,1.7049000000000003
1087,1.7040000000000006
1088,1.7033000000000005
1089,1.7025000000000006
1090,1.7016
1091,1.7007000000000003
1092,1.6997999999999998
1093,1.6987999999999994
1094,1.6976999999999993
1095,1.6964999999999995
1096,1.6951
1097,1.6935000000000002
1098,1.6916000000000002
1099,1.6894
1100,1.6867
1101,1.6835999999999993
1102,1.6799999999999997
1103,1.6758999999999995
1104,1.6712999999999996
1105,1.6663000000000006
1106,1.6608999999999998
1107,1.6552999999999995
1108,1.6494
1109,1.6433999999999997
1110,1.6374000000000004
1111,1.6314000000000002
1112,1.6254
1113,1.6195000000000004
1114,1.6136
1115,1.6078000000000001
1116,1.6021999999999998
1117,1.5967000000000002
1118,1.5914000000000001
1119,1.5862999999999996
1120,1.5814000000000004
1121,1.5766999999999998
1122,1.5721999999999996
1123,1.5680000000000005
1124,1.564
1125,1.5602999999999998
1126,1.5568999999999997
1127,1.5537
1128,1.5507
1129,1.5480999999999998
1130,1.5456000000000003
1131,1.5434999999999999
1132,1.5416999999999996
1133,1.5402000000000005
1134,1.5389
1135,1.5378999999999996
1136,1.5371999999999995
1137,1.5368000000000004
1138,1.5366
1139,1.5366999999999997
1140,1.5372000000000003
1141,1.5379000000000005
1142,1.5388000000000002
1143,1.54
1144,1.5415
1145,1.5431999999999997
1146,1.5451999999999995
1147,1.5473999999999997
1148,1.5498000000000003
1149,1.5526
1150,1.5556
1151,1.5587
1152,1.5618999999999996
1153,1.5655000000000001
1154,1.5693000000000001
1155,1.5731000000000002
1156,1.5771999999999995
1157,1.5813999999999995
1158,1.5856999999999992
1159,1.5902000000000003
1160,1.5946999999999996
1161,1.5994000000000002
1162,1.6042999999999994
1163,1.6090999999999998
1164,1.6140999999999996
1165,1.6191000000000004
1166,1.6242
1167,1.6292999999999997
1168,1.6344000000000003
1169,1.6396999999999995
1170,1.6449000000000007
1171,1.6501000000000001
1172,1.6553000000000004
1173,1.6603000000000003
1174,1.6655000000000006
1175,1.6704999999999997
1176,1.6754999999999995
1177,1.6803999999999997
1178,1.6851000000000003
1179,1.6898
1180,1.6944
1181,1.6988000000000003
1182,1.7029999999999994
1183,1.7071000000000005
1184,1.7108999999999996
1185,1.7144000000000004
1186,1.7176
1187,1.7205000000000004
1188,1.7227999999999994
1189,1.7246999999999995
1190,1.7258999999999993
1191,1.7266000000000004
1192,1.7267000000000001
1193,1.7264
1194,1.7256
1195,1.7245999999999997
1196,1.7233
1197,1.7217000000000002
1198,1.7199
1199,1.718
1200,1.7159000000000004
1201,1.7138
1202,1.7115
1203,1.7090999999999994
1204,1.7066
1205,1.7039
1206,1.7012
1207,1.6984000000000004
1208,1.6953999999999994
1209,1.6923000000000004
1210,1.6890999999999998
1211,1.6857000000000006
1212,1.6821000000000002
1213,1.6784
1214,1.6745999999999999
1215,1.6705999999999994
1216,1.6665999999999999
1217,1.6623999999999999
1218,1.6581000000000001
1219,1.6539000000000001
1220,1.6494999999999997
1221,1.6451000000000002
1222,1.6408000000000005
1223,1.6364
1224,1.6318000000000001
1225,1.6277
1226,1.6235
1227,1.6193
1228,1.6151999999999997
1229,1.6111999999999993
1230,1.6074000000000002
1231,1.6037
1232,1.5999999999999996
1233,1.5965999999999996
1234,1.5934
1235,1.5902000000000003
1236,1.5874000000000006
1237,1.5846
1238,1.5821000000000005
1239,1.5799000000000003
1240,1.5777999999999999
1241,1.5760999999999994
1242,1.5744999999999996
1243,1.5732999999999997
1244,1.5722000000000005
1245,1.5714999999999995
1246,1.5710999999999995
1247,1.5708000000000002
1248,1.5710000000000006
1249,1.5713999999999997
1250,1.572
1251,1.5729999999999995
1252,1.5743999999999998
1253,1.5760000000000005
1254,1.5779000000000005
1255,1.58
1256,1.5824999999999996
1257,1.5850999999999997
1258,1.5880999999999998
1259,1.5914000000000001
1260,1.5947999999999993
1261,1.5984999999999996
1262,1.6024000000000003
1263,1.6063999999999998
1264,1.6105
1265,1.6145000000000005
1266,1.6184000000000003
1267,1.6219000000000001
1268,1.6249000000000002
1269,1.6275000000000004
1270,1.6299000000000001
1271,1.6322999999999999
1272,1.6346000000000007
1273,1.6369999999999996
1274,1.6393000000000004
1275,1.6415999999999995
1276,1.6440000000000001
1277,1.6464999999999996
1278,1.6489000000000003
1279,1.6513
1280,1.6538000000000004
1281,1.6562999999999999
1282,1.6586999999999996
1283,1.6611000000000002
1284,1.6635
1285,1.6654999999999998
1286,1.6683000000000003
1287,1.6707
1288,1.6729000000000003
1289,1.6752000000000002
1290,1.6773999999999996
1291,1.6795999999999998
1292,1.6818
1293,1.6838999999999995
1294,1.686
1295,1.6879999999999997
1296,1.6899999999999995
1297,1.6919000000000004
1298,1.6937999999999995
1299,1.6957000000000004
1300,1.6976000000000004
1301,1.6992999999999991
1302,1.7011000000000003
1303,1.7028999999999996
1304,1.7046999999999999
1305,1.7064000000000004
1306,1.7082000000000006
1307,1.7099000000000002
1308,1.7115999999999998
1309,1.7134
1310,1.7153
1311,1.7171000000000003
1312,1.7191
1313,1.7211000000000007
1314,1.7233
1315,1.7256
1316,1.7279999999999998
1317,1.7304000000000004
1318,1.7330000000000005
1319,1.7356999999999996
1320,1.7383999999999995
1321,1.7411000000000003
1322,1.7438000000000002
1323,1.7466
1324,1.7492999999999999
1325,1.7520000000000007
1326,1.7547999999999995
1327,1.7575000000000003
1328,1.7603
1329,1.7629000000000001
1330,1.7654999999999994
1331,1.7682000000000002
1332,1.7708000000000004
1333,1.7732999999999999
1334,1.7758000000000003
1335,1.7782
1336,1.7805999999999997
1337,1.7828
1338,1.7851
1339,1.7872000000000003
1340,1.7893
1341,1.7913000000000006
1342,1.7931999999999997
1343,1.795
1344,1.7967999999999993
1345,1.7984
1346,1.8000999999999996
1347,1.8014999999999999
1348,1.8029000000000002
1349,1.8044000000000002
1350,1.8056
1351,1.8068
1352,1.8079999999999998
1353,1.8090000000000002
