Files,HOMO (eV),LUMO (eV),LUMO+1 (eV),Bandgap (eV),LUMO-lumo+1 gap (eV)
st253,-5.127699,-3.444165,-2.902687,1.683534,0.5414780000000001
st255,-5.127312,-3.447455,-2.908239,1.6798569999999995,0.5392160000000001
st257,-5.126642,-3.450317,-2.913487,1.6763250000000005,0.5368300000000001
st259,-5.12564,-3.452743,-2.918345,1.672897,0.5343979999999999
st261,-5.124272,-3.454715,-2.922723,1.6695570000000002,0.5319920000000002
st263,-5.122524,-3.456229,-2.926546,1.6662950000000003,0.5296829999999999
st265,-5.120394,-3.457291,-2.929756,1.663103,0.5275350000000003
st267,-5.117891,-3.45792,-2.932306,1.659971,0.525614
st269,-5.115033,-3.458134,-2.934171,1.6568990000000006,0.5239629999999997
st271,-5.111854,-3.457964,-2.935331,1.65389,0.5226329999999999
st273,-5.10839,-3.457446,-2.935799,1.650944,0.5216470000000002
st275,-5.104688,-3.456617,-2.9356,1.6480710000000005,0.5210170000000001
st277,-5.1008,-3.455516,-2.934767,1.6452839999999995,0.5207489999999999
st279,-5.096777,-3.454183,-2.933334,1.6425940000000003,0.5208490000000001
st281,-5.092675,-3.452667,-2.931365,1.640008,0.5213019999999999
st283,-5.088544,-3.451015,-2.928921,1.6375289999999998,0.5220940000000001
st285,-5.084439,-3.449271,-2.92608,1.6351679999999995,0.5231910000000002
st287,-5.080395,-3.44747,-2.92291,1.6329250000000002,0.5245600000000001
st289,-5.076454,-3.445656,-2.919503,1.630798,0.5261529999999999
st291,-5.072662,-3.443869,-2.915937,1.6287930000000004,0.5279319999999998
st293,-5.069067,-3.442136,-2.912291,1.6269310000000003,0.5298449999999999
st295,-5.06572,-3.440491,-2.908647,1.6252289999999996,0.531844
st297,-5.062672,-3.438966,-2.905079,1.623706,0.533887
st299,-5.059958,-3.437589,-2.901645,1.622369,0.5359440000000002
st301,-5.057615,-3.43638,-2.898391,1.621235,0.537989
st303,-5.055682,-3.435362,-2.895359,1.62032,0.540003
st305,-5.054201,-3.434555,-2.892589,1.619646,0.541966
st307,-5.053206,-3.43397,-2.8901,1.6192360000000003,0.5438700000000001
st309,-5.052742,-3.433629,-2.887916,1.6191130000000005,0.5457129999999997
st311,-5.052851,-3.433553,-2.886068,1.6192980000000006,0.547485
st313,-5.053548,-3.43376,-2.884574,1.6197880000000002,0.5491859999999997
st315,-5.054851,-3.434266,-2.883454,1.6205850000000002,0.5508120000000001
st317,-5.05677,-3.435089,-2.882721,1.6216810000000002,0.552368
st319,-5.05932,-3.436252,-2.882392,1.6230679999999995,0.5538600000000002
st321,-5.062503,-3.437778,-2.882488,1.6247250000000006,0.5552899999999998
st323,-5.066312,-3.439682,-2.88302,1.62663,0.5566619999999998
st325,-5.070733,-3.441978,-2.883997,1.6287549999999995,0.5579810000000003
st327,-5.075752,-3.444676,-2.885427,1.6310759999999995,0.5592489999999999
st329,-5.081331,-3.447777,-2.88731,1.6335539999999995,0.560467
st331,-5.087435,-3.451291,-2.889646,1.6361440000000005,0.561645
st333,-5.094002,-3.455201,-2.892416,1.6388009999999995,0.5627850000000003
st335,-5.100985,-3.459498,-2.895597,1.6414869999999997,0.563901
st337,-5.10832,-3.464162,-2.89917,1.644158,0.5649920000000002
st339,-5.115929,-3.469172,-2.903105,1.6467570000000005,0.5660669999999999
st341,-5.123735,-3.474499,-2.90738,1.649236,0.5671189999999999
st343,-5.131663,-3.480103,-2.911969,1.6515599999999997,0.5681340000000001
st345,-5.13963,-3.485944,-2.91685,1.6536860000000004,0.5690939999999998
st347,-5.147562,-3.491966,-2.921998,1.6555959999999996,0.5699680000000003
st349,-5.155376,-3.498114,-2.927394,1.6572620000000002,0.5707200000000001
st351,-5.162979,-3.504323,-2.933021,1.658656,0.5713019999999998
st353,-5.17028,-3.510528,-2.938873,1.659752,0.5716549999999998
st355,-5.1772,-3.516666,-2.944942,1.6605340000000002,0.5717239999999997
st357,-5.18366,-3.522667,-2.951203,1.6609929999999995,0.5714640000000002
st359,-5.18962,-3.528476,-2.957622,1.6611439999999995,0.5708539999999998
st361,-5.19502,-3.534028,-2.964133,1.6609920000000002,0.5698950000000003
st363,-5.199806,-3.539259,-2.97065,1.6605469999999998,0.5686089999999999
st365,-5.203929,-3.544096,-2.977051,1.6598329999999994,0.5670450000000002
st367,-5.207347,-3.548484,-2.983237,1.6588630000000002,0.5652470000000003
st369,-5.210025,-3.552377,-2.989113,1.657648,0.5632639999999998
st371,-5.211939,-3.555731,-2.994595,1.656208,0.5611360000000003
st373,-5.213087,-3.55852,-2.999625,1.6545669999999997,0.5588950000000001
st375,-5.213459,-3.560716,-3.004151,1.652743,0.5565650000000004
st377,-5.213066,-3.562306,-3.008149,1.6507600000000004,0.554157
st379,-5.211896,-3.563276,-3.011588,1.6486200000000002,0.551688
st381,-5.209966,-3.563624,-3.014459,1.6463419999999998,0.5491649999999999
st383,-5.207292,-3.563343,-3.016742,1.6439489999999997,0.5466010000000003
st385,-5.203909,-3.562445,-3.018433,1.6414640000000005,0.5440119999999999
st387,-5.199848,-3.560945,-3.019524,1.6389030000000004,0.5414209999999997
st389,-5.19514,-3.558861,-3.020007,1.6362790000000005,0.5388539999999997
st391,-5.189826,-3.556217,-3.019881,1.633609,0.5363360000000004
st393,-5.183956,-3.553047,-3.019142,1.6309090000000004,0.5339049999999999
st395,-5.177571,-3.549369,-3.017778,1.6282020000000004,0.5315910000000001
st397,-5.170742,-3.545223,-3.01579,1.6255189999999995,0.529433
st399,-5.163539,-3.540652,-3.013186,1.622887,0.527466
st401,-5.156033,-3.535701,-3.009985,1.620332,0.5257160000000001
st403,-5.148302,-3.530418,-3.006226,1.617884,0.5241920000000002
st405,-5.140425,-3.524852,-3.001962,1.6155729999999997,0.5228900000000003
st407,-5.132486,-3.519054,-2.997287,1.613432,0.5217670000000001
st409,-5.124584,-3.513076,-2.992343,1.6115079999999995,0.5207329999999999
st411,-5.116807,-3.506966,-2.987315,1.609841,0.5196509999999996
st413,-5.109241,-3.500773,-2.982383,1.6084679999999998,0.5183900000000001
st415,-5.101981,-3.494554,-2.977639,1.6074270000000004,0.516915
st417,-5.09512,-3.488363,-2.973037,1.6067569999999995,0.515326
st419,-5.088761,-3.482255,-2.968475,1.606506,0.5137799999999997
st421,-5.082994,-3.476288,-2.963895,1.6067060000000004,0.5123929999999999
st423,-5.077905,-3.470515,-2.959276,1.6073900000000003,0.5112389999999998
st425,-5.073563,-3.464977,-2.95461,1.6085859999999998,0.510367
st427,-5.07004,-3.459713,-2.949906,1.6103269999999998,0.5098069999999999
st429,-5.067396,-3.454761,-2.945195,1.6126349999999996,0.509566
st431,-5.065672,-3.45016,-2.940524,1.6155120000000005,0.509636
st433,-5.06489,-3.445944,-2.935946,1.6189460000000002,0.509998
st435,-5.065056,-3.442144,-2.931516,1.6229120000000004,0.5106280000000001
st437,-5.066167,-3.438788,-2.927289,1.627379,0.5114990000000001
st439,-5.068213,-3.4359,-2.923309,1.632313,0.512591
st441,-5.071162,-3.433494,-2.919617,1.637668,0.5138769999999999
st443,-5.074962,-3.431583,-2.916256,1.6433790000000004,0.5153269999999996
st445,-5.079543,-3.430167,-2.913274,1.6493760000000002,0.516893
st447,-5.084826,-3.429242,-2.910702,1.6555839999999995,0.5185399999999998
st449,-5.090737,-3.428803,-2.908563,1.661934,0.5202399999999998
st451,-5.097184,-3.428832,-2.906869,1.6683520000000005,0.521963
st453,-5.10405,-3.429314,-2.905645,1.6747359999999998,0.5236690000000004
st455,-5.111176,-3.430229,-2.904911,1.6809470000000002,0.5253180000000004
st457,-5.118071,-3.431539,-2.904662,1.6865319999999997,0.5268769999999998
st459,-5.121756,-3.433212,-2.904903,1.6885440000000005,0.5283090000000001
st461,-5.118376,-3.435209,-2.905631,1.6831669999999996,0.5295779999999999
st463,-5.113392,-3.437496,-2.906827,1.6758960000000005,0.5306690000000001
st465,-5.108543,-3.440029,-2.908467,1.668514,0.5315620000000001
st467,-5.104084,-3.442768,-2.910523,1.6613160000000002,0.5322450000000001
st469,-5.100073,-3.445678,-2.912969,1.654395,0.5327090000000001
st471,-5.096544,-3.448716,-2.915777,1.6478279999999996,0.5329390000000003
st473,-5.0935,-3.451852,-2.91893,1.6416479999999996,0.5329220000000001
st475,-5.090925,-3.455055,-2.922402,1.6358700000000002,0.5326530000000003
st477,-5.088784,-3.458289,-2.926167,1.6304950000000002,0.5321220000000002
st479,-5.087012,-3.461527,-2.930206,1.6254849999999998,0.5313209999999997
st481,-5.085565,-3.464739,-2.934497,1.620826,0.5302419999999999
st483,-5.08441,-3.467903,-2.939021,1.616507,0.5288820000000003
st485,-5.083514,-3.470992,-2.943749,1.6125220000000002,0.5272429999999999
st487,-5.082826,-3.47398,-2.948647,1.6088459999999998,0.5253330000000003
st489,-5.082298,-3.47684,-2.953678,1.6054579999999996,0.5231620000000001
st491,-5.081897,-3.479551,-2.95881,1.6023459999999998,0.5207409999999997
st493,-5.08158,-3.482097,-2.964,1.5994829999999998,0.518097
st495,-5.081295,-3.484463,-2.969217,1.596832,0.5152459999999999
st497,-5.081016,-3.486639,-2.974418,1.5943770000000002,0.5122209999999998
st499,-5.0807,-3.48861,-2.979563,1.5920900000000002,0.5090469999999998
st501,-5.080315,-3.490362,-2.984605,1.5899529999999995,0.505757
st503,-5.079829,-3.491882,-2.989501,1.5879470000000002,0.5023809999999997
st505,-5.079221,-3.493169,-2.994225,1.5860520000000005,0.4989439999999998
st507,-5.078481,-3.494228,-2.998752,1.584253,0.495476
st509,-5.077578,-3.495059,-3.003056,1.582519,0.4920029999999999
st511,-5.076509,-3.49567,-3.007128,1.5808389999999997,0.4885420000000002
st513,-5.075266,-3.496071,-3.010958,1.579195,0.4851130000000001
st515,-5.073858,-3.496285,-3.01456,1.5775730000000006,0.4817249999999999
st517,-5.072303,-3.496335,-3.01795,1.5759679999999996,0.4783850000000003
st519,-5.070599,-3.496242,-3.021145,1.5743569999999996,0.4750969999999999
st521,-5.068762,-3.496038,-3.024189,1.5727240000000005,0.4718490000000002
st523,-5.066816,-3.495755,-3.02713,1.5710610000000005,0.4686249999999998
st525,-5.064793,-3.495425,-3.030015,1.569368,0.4654099999999999
st527,-5.062717,-3.495086,-3.032913,1.567631,0.4621729999999999
st529,-5.06061,-3.494764,-3.035865,1.5658459999999996,0.4588990000000001
st531,-5.058506,-3.494497,-3.038931,1.5640090000000004,0.4555660000000001
st533,-5.056433,-3.494311,-3.042168,1.562122,0.4521429999999999
st535,-5.054423,-3.494224,-3.045601,1.560199,0.448623
st537,-5.052495,-3.494253,-3.049266,1.5582420000000003,0.4449870000000002
st539,-5.050672,-3.494403,-3.053166,1.5562689999999997,0.4412370000000001
st541,-5.048982,-3.49468,-3.057305,1.554302,0.4373749999999998
st543,-5.047442,-3.495085,-3.061664,1.5523570000000002,0.433421
st545,-5.046063,-3.495603,-3.066201,1.5504600000000002,0.429402
st547,-5.044856,-3.496222,-3.070865,1.5486340000000005,0.425357
st549,-5.043829,-3.49692,-3.075595,1.546909,0.4213249999999999
st551,-5.042981,-3.497674,-3.080334,1.5453070000000002,0.4173399999999998
st553,-5.042298,-3.498457,-3.085012,1.5438409999999996,0.4134450000000003
st555,-5.041778,-3.499239,-3.089554,1.5425389999999997,0.4096850000000001
st557,-5.041402,-3.49999,-3.093893,1.5414119999999998,0.4060969999999999
st559,-5.041135,-3.500677,-3.097969,1.5404579999999997,0.402708
st561,-5.040952,-3.501269,-3.101714,1.5396829999999997,0.3995550000000003
st563,-5.040813,-3.501741,-3.105085,1.539072,0.3966560000000001
st565,-5.040682,-3.502062,-3.108025,1.5386200000000003,0.3940369999999999
st567,-5.040523,-3.502212,-3.11049,1.5383110000000002,0.3917220000000001
st569,-5.040295,-3.502164,-3.112434,1.5381310000000004,0.3897300000000001
st571,-5.039964,-3.501901,-3.113829,1.5380630000000002,0.3880720000000002
st573,-5.03951,-3.50141,-3.114647,1.5381,0.3867629999999997
st575,-5.038933,-3.500686,-3.114877,1.538247,0.385809
st577,-5.038238,-3.499729,-3.11452,1.538509,0.3852089999999997
st579,-5.037441,-3.498551,-3.113603,1.5388900000000003,0.384948
st581,-5.036552,-3.497161,-3.11215,1.5393910000000002,0.385011
st583,-5.03559,-3.495575,-3.110184,1.540015,0.3853910000000002
st585,-5.034579,-3.493813,-3.107744,1.540766,0.386069
st587,-5.033522,-3.491892,-3.10486,1.5416299999999996,0.387032
st589,-5.032404,-3.489844,-3.101586,1.5425599999999997,0.388258
st591,-5.031205,-3.487702,-3.097986,1.5435029999999998,0.3897159999999999
st593,-5.029891,-3.485495,-3.094112,1.5443960000000003,0.3913829999999998
st595,-5.028402,-3.483263,-3.090044,1.5451389999999998,0.3932190000000002
st597,-5.026677,-3.48104,-3.085854,1.545637,0.3951860000000002
st599,-5.024669,-3.478868,-3.081624,1.5458010000000004,0.3972439999999997
st601,-5.022344,-3.476782,-3.077427,1.5455620000000003,0.3993549999999999
st603,-5.019681,-3.474817,-3.073336,1.5448640000000005,0.401481
st605,-5.016693,-3.473011,-3.06942,1.543682,0.403591
st607,-5.013415,-3.471402,-3.065744,1.5420130000000003,0.4056579999999998
st609,-5.009882,-3.470021,-3.062357,1.539861,0.407664
st611,-5.006148,-3.468898,-3.059306,1.5372499999999998,0.4095919999999999
st613,-5.002276,-3.468072,-3.056646,1.5342040000000003,0.4114259999999996
st615,-4.998327,-3.467572,-3.054416,1.5307549999999996,0.4131560000000003
st617,-4.99435,-3.46742,-3.052649,1.5269299999999997,0.414771
st619,-4.990401,-3.467639,-3.05137,1.5227620000000002,0.4162690000000002
st621,-4.986542,-3.468245,-3.050601,1.518297,0.4176440000000001
st623,-4.982826,-3.46925,-3.050356,1.513576,0.4188940000000003
st625,-4.979316,-3.47066,-3.050645,1.5086559999999998,0.4200150000000002
st627,-4.976059,-3.472466,-3.051482,1.5035930000000004,0.4209839999999998
st629,-4.973107,-3.474669,-3.052883,1.4984379999999995,0.421786
st631,-4.970492,-3.477257,-3.054854,1.4932350000000003,0.4224029999999996
st633,-4.968261,-3.480227,-3.057415,1.488034,0.4228119999999999
st635,-4.966436,-3.483557,-3.060564,1.482879,0.4229929999999999
st637,-4.96503,-3.487226,-3.064298,1.4778039999999997,0.4229280000000002
st639,-4.96406,-3.491204,-3.068596,1.4728559999999995,0.4226080000000003
st641,-4.963546,-3.49545,-3.073416,1.468096,0.422034
st643,-4.963491,-3.49991,-3.078693,1.4635810000000005,0.4212169999999999
st645,-4.963867,-3.504536,-3.084352,1.4593309999999995,0.4201839999999999
st647,-4.964636,-3.509275,-3.090301,1.4553609999999997,0.4189739999999999
st649,-4.965757,-3.514082,-3.096456,1.4516749999999998,0.4176260000000003
st651,-4.967179,-3.518898,-3.102708,1.4482809999999997,0.4161900000000003
st653,-4.968864,-3.523669,-3.108948,1.445195,0.4147210000000001
st655,-4.970775,-3.528336,-3.115073,1.4424389999999998,0.4132629999999997
st657,-4.972884,-3.532851,-3.120998,1.4400329999999997,0.4118529999999998
st659,-4.975157,-3.537162,-3.126644,1.4379950000000004,0.4105179999999997
st661,-4.977571,-3.541221,-3.131942,1.43635,0.4092790000000001
st663,-4.980102,-3.544983,-3.136834,1.4351189999999994,0.4081490000000003
st665,-4.982724,-3.548397,-3.141269,1.434327,0.4071280000000001
st667,-4.985409,-3.551422,-3.145212,1.4339869999999997,0.4062100000000002
st669,-4.988147,-3.554021,-3.148627,1.4341259999999996,0.4053940000000002
st671,-4.990933,-3.556163,-3.151484,1.43477,0.4046790000000002
st673,-4.993765,-3.557822,-3.153758,1.435943,0.404064
st675,-4.996643,-3.558982,-3.155435,1.437661,0.4035469999999996
st677,-4.999557,-3.559628,-3.15649,1.4399290000000002,0.4031380000000002
st679,-5.0025,-3.559754,-3.156904,1.4427460000000003,0.4028499999999999
st681,-5.005465,-3.559346,-3.156654,1.446119,0.402692
st683,-5.008445,-3.558394,-3.155719,1.4500510000000002,0.4026749999999999
st685,-5.011445,-3.556891,-3.154078,1.4545540000000003,0.4028129999999996
st687,-5.014456,-3.554833,-3.151722,1.459623,0.403111
st689,-5.017485,-3.552217,-3.148635,1.4652679999999996,0.4035820000000001
st691,-5.020542,-3.549041,-3.144804,1.471501,0.4042369999999997
st693,-5.023639,-3.54531,-3.140225,1.478329,0.4050850000000001
st695,-5.026768,-3.541033,-3.134906,1.4857349999999996,0.4061270000000001
st697,-5.029933,-3.536226,-3.12886,1.4937069999999997,0.4073660000000001
st699,-5.033137,-3.53091,-3.122107,1.502227,0.4088029999999998
st701,-5.036391,-3.525117,-3.114677,1.5112740000000002,0.4104399999999999
st703,-5.039696,-3.518871,-3.106602,1.5208250000000003,0.4122689999999998
st705,-5.043057,-3.512211,-3.097923,1.530846,0.414288
st707,-5.046477,-3.505177,-3.088689,1.5413,0.4164880000000002
st709,-5.049979,-3.49782,-3.078957,1.5521590000000005,0.418863
st711,-5.053565,-3.490184,-3.06878,1.5633809999999997,0.4214040000000003
st713,-5.057238,-3.482314,-3.058218,1.5749239999999998,0.424096
st715,-5.060992,-3.47426,-3.04735,1.5867319999999996,0.4269100000000003
st717,-5.064854,-3.466094,-3.036262,1.5987600000000004,0.4298320000000002
st719,-5.06883,-3.45787,-3.025031,1.61096,0.4328390000000004
st721,-5.072927,-3.44965,-3.013743,1.623277,0.4359070000000002
st723,-5.077159,-3.441504,-3.002491,1.635655,0.4390130000000001
st725,-5.081546,-3.4335,-2.991368,1.6480460000000003,0.4421319999999999
st727,-5.086099,-3.425713,-2.980489,1.660386,0.445224
st729,-5.09082,-3.418215,-2.969958,1.672605,0.4482569999999999
st731,-5.095701,-3.411068,-2.95987,1.6846329999999998,0.4511980000000002
st733,-5.100726,-3.404335,-2.950323,1.6963909999999998,0.4540120000000001
st735,-5.105868,-3.398069,-2.941402,1.707799,0.4566669999999999
st737,-5.111084,-3.392326,-2.933189,1.7187579999999998,0.4591370000000001
st739,-5.116312,-3.387154,-2.925761,1.7291579999999995,0.4613930000000001
st741,-5.121498,-3.382603,-2.919194,1.738895,0.4634089999999999
st743,-5.126574,-3.378713,-2.913536,1.747861,0.4651769999999997
st745,-5.131489,-3.375526,-2.908822,1.7559630000000004,0.466704
st747,-5.13618,-3.373063,-2.905054,1.7631170000000005,0.4680090000000003
st749,-5.1406,-3.37134,-2.902217,1.76926,0.4691230000000002
st751,-5.144713,-3.370361,-2.900265,1.7743520000000004,0.4700959999999998
st753,-5.148506,-3.370127,-2.899153,1.7783790000000002,0.470974
