Files,HOMO (eV),LUMO (eV),LUMO+1 (eV),Bandgap (eV),LUMO-LUMO+1 gap (eV)
st449,-4.410926,-3.191967,-2.66195,1.218959,0.530017
st451,-4.417655,-3.199801,-2.671734,1.217854,0.5280670000000001
st453,-4.423367,-3.207772,-2.681442,1.215595,0.5263299999999997
st455,-4.428117,-3.215563,-2.690054,1.2125540000000004,0.525509
st457,-4.432003,-3.222859,-2.697221,1.2091439999999998,0.5256380000000003
st459,-4.435151,-3.229272,-2.703061,1.2058790000000004,0.526211
st461,-4.4383,-3.234659,-2.707523,1.2036409999999995,0.527136
st463,-4.442384,-3.238891,-2.709905,1.2034929999999997,0.5289860000000002
st465,-4.447984,-3.241793,-2.70976,1.206191,0.5320329999999998
st467,-4.455087,-3.243216,-2.707511,1.211871,0.5357050000000001
st469,-4.463329,-3.243242,-2.704107,1.220087,0.5391349999999999
st471,-4.472422,-3.24181,-2.699731,1.2306119999999998,0.5420790000000002
st473,-4.482136,-3.238545,-2.693815,1.243591,0.5447299999999999
st475,-4.492123,-3.233321,-2.68642,1.2588020000000002,0.5469010000000001
st477,-4.501748,-3.226616,-2.678662,1.2751320000000002,0.5479539999999998
st479,-4.510818,-3.219159,-2.671459,1.2916590000000006,0.5476999999999999
st481,-4.519891,-3.211183,-2.664399,1.3087080000000002,0.5467840000000002
st483,-4.529356,-3.202906,-2.657166,1.32645,0.5457399999999999
st485,-4.537987,-3.194914,-2.650494,1.3430730000000004,0.5444199999999997
st487,-4.542459,-3.188152,-2.645378,1.354307,0.5427740000000001
st489,-4.538538,-3.183105,-2.64139,1.355433,0.541715
st491,-4.528682,-3.179691,-2.637452,1.3489909999999998,0.5422389999999999
st493,-4.518041,-3.17749,-2.633162,1.340551,0.5443280000000001
st495,-4.508531,-3.176364,-2.628644,1.3321669999999997,0.54772
st497,-4.500022,-3.176612,-2.623592,1.3234100000000004,0.5530200000000001
st499,-4.491726,-3.178135,-2.617376,1.3135909999999995,0.560759
st501,-4.483724,-3.180246,-2.610422,1.3034779999999997,0.5698240000000001
st503,-4.476917,-3.182394,-2.603926,1.2945230000000003,0.578468
st505,-4.471806,-3.185019,-2.598985,1.286787,0.5860340000000002
st507,-4.468206,-3.188561,-2.595864,1.2796450000000004,0.5926969999999998
st509,-4.466084,-3.192254,-2.59434,1.2738300000000002,0.5979140000000003
st511,-4.466215,-3.19496,-2.594413,1.271255,0.6005470000000002
st513,-4.469002,-3.196587,-2.59602,1.2724149999999996,0.6005669999999999
st515,-4.473679,-3.197935,-2.598722,1.2757439999999995,0.5992130000000002
st517,-4.479264,-3.199229,-2.602016,1.2800349999999998,0.597213
st519,-4.48582,-3.200008,-2.606166,1.2858120000000004,0.593842
st521,-4.49393,-3.20041,-2.61203,1.2935199999999996,0.5883800000000003
st523,-4.503201,-3.20139,-2.619931,1.3018109999999998,0.5814590000000002
st525,-4.512687,-3.203542,-2.629288,1.3091449999999996,0.5742540000000003
st527,-4.522031,-3.206553,-2.639502,1.315478,0.5670510000000002
st529,-4.531753,-3.210015,-2.650478,1.3217380000000003,0.5595369999999997
st531,-4.541591,-3.213734,-2.661716,1.3278570000000005,0.5520179999999999
st533,-4.550614,-3.217751,-2.67219,1.3328630000000006,0.5455609999999997
st535,-4.558608,-3.221928,-2.681167,1.3366800000000003,0.5407610000000003
st537,-4.566709,-3.225948,-2.688791,1.3407610000000003,0.5371569999999997
st539,-4.575805,-3.229711,-2.695781,1.346094,0.5339299999999998
st541,-4.585216,-3.233563,-2.702438,1.3516529999999998,0.5311250000000003
st543,-4.594215,-3.23772,-2.708347,1.3564950000000002,0.5293730000000001
st545,-4.602976,-3.241682,-2.712868,1.361294,0.5288140000000001
st547,-4.611742,-3.244422,-2.715436,1.3673199999999994,0.5289860000000002
st549,-4.619524,-3.245318,-2.715398,1.374206,0.5299200000000002
st551,-4.624963,-3.244413,-2.711987,1.38055,0.5324260000000001
st553,-4.627388,-3.241798,-2.704851,1.3855899999999997,0.5369470000000001
st555,-4.627046,-3.237303,-2.694172,1.3897430000000002,0.5431309999999998
st557,-4.623907,-3.231029,-2.680474,1.392878,0.5505550000000001
st559,-4.617214,-3.223727,-2.664556,1.393487,0.5591709999999996
st561,-4.606989,-3.216645,-2.647921,1.3903439999999994,0.568724
st563,-4.593882,-3.210576,-2.631999,1.3833059999999997,0.5785770000000001
st565,-4.579111,-3.205643,-2.617574,1.3734680000000004,0.588069
st567,-4.564692,-3.20188,-2.605122,1.362812,0.5967579999999999
st569,-4.552126,-3.199587,-2.595269,1.3525390000000002,0.6043180000000001
st571,-4.541622,-3.198906,-2.588287,1.3427160000000002,0.6106190000000002
st573,-4.533129,-3.199414,-2.583465,1.3337149999999998,0.6159490000000001
st575,-4.526508,-3.20023,-2.579661,1.3262779999999998,0.6205689999999997
st577,-4.518882,-3.200625,-2.57597,1.3182569999999996,0.6246550000000002
st579,-4.501815,-3.200563,-2.572189,1.301252,0.628374
st581,-4.479061,-3.199658,-2.567712,1.2794029999999998,0.6319459999999997
st583,-4.456272,-3.196921,-2.5615,1.259351,0.635421
st585,-4.434441,-3.19195,-2.553307,1.2424909999999998,0.6386429999999996
st587,-4.413837,-3.185424,-2.543985,1.2284130000000002,0.6414389999999996
st589,-4.395438,-3.178075,-2.534647,1.2173630000000002,0.6434280000000001
st591,-4.379784,-3.169846,-2.525656,1.2099379999999995,0.64419
st593,-4.366095,-3.160674,-2.517173,1.2054209999999994,0.6435010000000001
st595,-4.353281,-3.151166,-2.509791,1.202115,0.641375
st597,-4.341784,-3.14213,-2.504009,1.1996539999999998,0.6381209999999999
st599,-4.332997,-3.133544,-2.49958,1.1994529999999997,0.6339640000000002
st601,-4.327405,-3.12475,-2.49585,1.2026549999999996,0.6289000000000002
st603,-4.324338,-3.115582,-2.492565,1.2087560000000002,0.6230169999999999
st605,-4.323389,-3.10675,-2.489994,1.2166389999999998,0.6167560000000001
st607,-4.325308,-3.098999,-2.48849,1.2263089999999996,0.610509
st609,-4.330522,-3.092394,-2.48822,1.238128,0.604174
st611,-4.337996,-3.086771,-2.489454,1.2512250000000005,0.5973170000000003
st613,-4.34609,-3.082694,-2.492938,1.2633960000000002,0.589756
st615,-4.354114,-3.081164,-2.499162,1.2729500000000002,0.5820019999999997
st617,-4.362139,-3.082417,-2.507929,1.279722,0.5744880000000001
st619,-4.369579,-3.085498,-2.518478,1.284081,0.5670199999999999
st621,-4.375047,-3.08913,-2.529248,1.2859170000000004,0.559882
st623,-4.377673,-3.093023,-2.538395,1.2846499999999996,0.5546280000000001
st625,-4.378123,-3.09754,-2.545051,1.2805830000000005,0.552489
st627,-4.377507,-3.102305,-2.549419,1.2752019999999995,0.552886
st629,-4.37625,-3.106576,-2.552309,1.2696739999999995,0.5542669999999998
st631,-4.37429,-3.110565,-2.55471,1.2637250000000004,0.5558549999999998
st633,-4.372128,-3.115381,-2.557891,1.2567469999999998,0.55749
st635,-4.370573,-3.121787,-2.563248,1.2487860000000004,0.5585389999999997
st637,-4.369352,-3.12929,-2.571341,1.240062,0.5579490000000003
st639,-4.367314,-3.136828,-2.581091,1.2304860000000004,0.5557370000000001
st641,-4.363889,-3.143655,-2.589587,1.2202340000000005,0.554068
st643,-4.359761,-3.149601,-2.59411,1.2101599999999997,0.555491
st645,-4.355541,-3.154451,-2.594026,1.2010899999999998,0.560425
st647,-4.35127,-3.157761,-2.59046,1.1935090000000006,0.5673009999999996
st649,-4.3473,-3.159462,-2.58531,1.1878379999999995,0.5741519999999998
st651,-4.344757,-3.160208,-2.580628,1.1845490000000003,0.57958
st653,-4.344196,-3.160989,-2.578456,1.1832070000000003,0.5825329999999997
st655,-4.344715,-3.162105,-2.580237,1.18261,0.581868
st657,-4.345374,-3.162623,-2.585594,1.1827509999999997,0.577029
st659,-4.346552,-3.161465,-2.592286,1.1850869999999998,0.5691790000000001
st661,-4.34922,-3.158748,-2.598158,1.1904719999999998,0.5605899999999999
st663,-4.352979,-3.155062,-2.602844,1.1979170000000003,0.5522179999999999
st665,-4.356456,-3.150175,-2.606813,1.2062809999999995,0.5433620000000001
st667,-4.359187,-3.143755,-2.609763,1.2154320000000003,0.533992
st669,-4.361976,-3.136613,-2.611071,1.2253630000000002,0.5255420000000002
st671,-4.365504,-3.130317,-2.611258,1.2351869999999998,0.5190589999999999
st673,-4.369267,-3.125973,-2.612003,1.2432939999999997,0.51397
st675,-4.372632,-3.123987,-2.614626,1.2486450000000002,0.5093610000000002
st677,-4.376201,-3.124388,-2.61899,1.2518129999999998,0.505398
st679,-4.380484,-3.127266,-2.624306,1.253218,0.5029600000000003
st681,-4.375506,-3.132543,-2.630466,1.2429629999999996,0.5020769999999999
st683,-4.367234,-3.13951,-2.637673,1.2277239999999998,0.5018370000000001
st685,-4.36151,-3.146811,-2.645277,1.214699,0.5015339999999999
st687,-4.358245,-3.153357,-2.651848,1.204888,0.501509
st689,-4.356096,-3.15906,-2.656833,1.1970359999999998,0.5022270000000004
st691,-4.353866,-3.164522,-2.661388,1.1893440000000002,0.5031339999999997
st693,-4.351764,-3.170283,-2.666894,1.1814810000000002,0.5033889999999999
st695,-4.350575,-3.176725,-2.673539,1.1738500000000005,0.5031859999999999
st697,-4.350267,-3.184264,-2.680643,1.1660029999999997,0.5036210000000003
st699,-4.350359,-3.193443,-2.6884,1.1569160000000005,0.5050429999999997
st701,-4.350577,-3.204215,-2.697535,1.1463620000000003,0.5066800000000002
st703,-4.35078,-3.215473,-2.707453,1.1353070000000005,0.5080199999999997
st705,-4.349993,-3.225603,-2.715932,1.1243900000000004,0.509671
st707,-4.346791,-3.233582,-2.721655,1.1132089999999994,0.511927
st709,-4.340908,-3.239282,-2.725606,1.1016259999999996,0.5136760000000002
st711,-4.333133,-3.243006,-2.729121,1.0901270000000003,0.5138849999999997
st713,-4.323906,-3.245036,-2.732079,1.0788700000000002,0.5129569999999997
st715,-4.313249,-3.245814,-2.733941,1.0674349999999997,0.511873
st717,-4.30233,-3.246054,-2.735741,1.0562760000000004,0.510313
st719,-4.293011,-3.246551,-2.739244,1.0464599999999995,0.5073070000000004
st721,-4.286443,-3.247636,-2.744533,1.0388070000000005,0.5031029999999999
st723,-4.282411,-3.248703,-2.749754,1.0337079999999998,0.4989490000000001
st725,-4.280321,-3.248509,-2.752893,1.031812,0.495616
st727,-4.279957,-3.246124,-2.753195,1.0338329999999996,0.4929290000000002
st729,-4.28106,-3.241228,-2.750428,1.039832,0.4908000000000001
st731,-4.283066,-3.23396,-2.744319,1.0491059999999996,0.4896410000000002
st733,-4.285342,-3.224905,-2.735166,1.060437,0.4897390000000001
st735,-4.288107,-3.214996,-2.724747,1.073111,0.4902490000000004
st737,-4.292196,-3.205151,-2.715292,1.0870449999999998,0.489859
st739,-4.298008,-3.196218,-2.708013,1.1017900000000005,0.4882050000000002
st741,-4.305209,-3.188524,-2.702237,1.1166849999999997,0.4862870000000003
st743,-4.313261,-3.181998,-2.696868,1.1312629999999997,0.4851300000000003
st745,-4.321608,-3.175966,-2.691773,1.1456420000000005,0.4841929999999999
st747,-4.329468,-3.169579,-2.687156,1.1598890000000002,0.4824230000000002
st749,-4.336308,-3.162392,-2.682332,1.1739159999999995,0.4800599999999999
st751,-4.342241,-3.154504,-2.676108,1.1877369999999994,0.478396
st753,-4.347519,-3.145964,-2.668204,1.201555,0.4777600000000004
st755,-4.352036,-3.136551,-2.659375,1.215485,0.477176
st757,-4.355949,-3.126792,-2.65056,1.2291569999999998,0.476232
st759,-4.360248,-3.117904,-2.641656,1.2423440000000006,0.476248
